邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF1R,Connective tissue,IGF2,IGF1R,1.812,0.0
AGM,发送,2,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.475,0.0
AGM,发送,3,DLK1_NOTCH3,Connective tissue,DLK1,NOTCH3,1.45,0.0
AGM,发送,4,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.421,0.0
AGM,发送,5,COL3A1_integrin_a1b1_complex,Connective tissue,COL3A1,integrin,1.087,0.0
AGM,发送,6,COL3A1_ADGRG1,Connective tissue,COL3A1,ADGRG1,1.078,0.0
AGM,发送,7,COL3A1_integrin_a11b1_complex,Connective tissue,COL3A1,integrin,1.076,0.0
AGM,发送,8,COL1A1_integrin_a1b1_complex,Connective tissue,COL1A1,integrin,0.849,0.0
AGM,发送,9,COL1A1_integrin_a11b1_complex,Connective tissue,COL1A1,integrin,0.838,0.0
AGM,发送,10,MPZL1_MPZL1,Connective tissue,MPZL1,MPZL1,0.825,0.0
AGM,发送,11,COL18A1_integrin_a1b1_complex,Connective tissue,COL18A1,integrin,0.808,0.0
AGM,发送,12,COL18A1_integrin_a11b1_complex,Connective tissue,COL18A1,integrin,0.797,0.0
AGM,发送,13,COL1A2_integrin_a1b1_complex,Connective tissue,COL1A2,integrin,0.788,0.0
AGM,发送,14,COL1A2_integrin_a11b1_complex,Connective tissue,COL1A2,integrin,0.777,0.0
AGM,发送,15,WNT2_SFRP1,Connective tissue,WNT2,SFRP1,0.672,0.0
AGM,发送,16,FLRT3_ADGRL2,Connective tissue,FLRT3,ADGRL2,0.67,0.0
AGM,发送,17,APP_FPR2,Connective tissue,APP,FPR2,0.666,0.0
AGM,发送,18,CADM1_CADM1,Connective tissue,CADM1,CADM1,0.64,0.004
AGM,发送,19,LRFN4_PTPRF,Connective tissue,LRFN4,PTPRF,0.614,0.017
AGM,发送,20,DAG1_NRXN3,Connective tissue,DAG1,NRXN3,0.599,0.0
AGM,发送,21,APP_TNFRSF21,Connective tissue,APP,TNFRSF21,0.582,0.0
AGM,发送,22,TENM3_ADGRL2,Connective tissue,TENM3,ADGRL2,0.568,0.0
AGM,发送,23,Cholesterol_byDHCR24_RORA,Connective tissue,Cholesterol,byDHCR24,0.561,0.0
AGM,发送,24,APP_SORL1,Connective tissue,APP,SORL1,0.548,0.0
AGM,发送,25,IGF1_IGF1R,Connective tissue,IGF1,IGF1R,0.532,0.0
AGM,发送,26,IGF1_IGF1R_enhancerComGPC3,Connective tissue,IGF1,IGF1R,0.532,0.0
AGM,发送,27,PDGFC_PDGFRA,Connective tissue,PDGFC,PDGFRA,0.524,0.028
AGM,发送,28,SLIT2_ROBO1,Connective tissue,SLIT2,ROBO1,0.516,0.0
AGM,发送,29,WNT5A_SFRP1,Connective tissue,WNT5A,SFRP1,0.514,0.0
AGM,发送,30,COL5A2_integrin_a1b1_complex,Connective tissue,COL5A2,integrin,0.504,0.0
AGM,发送,31,FLRT3_ADGRL3,Connective tissue,FLRT3,ADGRL3,0.503,0.0
AGM,发送,32,COL5A2_integrin_a11b1_complex,Connective tissue,COL5A2,integrin,0.493,0.0
AGM,发送,33,AGRN_PTPRS,Connective tissue,AGRN,PTPRS,0.491,0.006
AGM,发送,34,TENM4_ADGRL2,Connective tissue,TENM4,ADGRL2,0.48,0.014
AGM,发送,35,GJC1_GJC1,Connective tissue,GJC1,GJC1,0.477,0.0
AGM,发送,36,PDGFA_PDGFRA,Connective tissue,PDGFA,PDGFRA,0.474,0.0
AGM,发送,37,WNT6_SFRP1,Connective tissue,WNT6,SFRP1,0.472,0.0
AGM,发送,38,NCAM1_FGFR1,Connective tissue,NCAM1,FGFR1,0.463,0.001
AGM,发送,39,LRFN4_PTPRD,Connective tissue,LRFN4,PTPRD,0.462,0.0
AGM,发送,40,CDH2_CDH2,Connective tissue,CDH2,CDH2,0.462,0.006
AGM,发送,41,NCAM1_AGRN,Connective tissue,NCAM1,AGRN,0.455,0.017
AGM,发送,42,WNT2_FZD1_LRP5,Connective tissue,WNT2,FZD1,0.446,0.0
AGM,发送,43,WNT2_FZD2_LRP5,Connective tissue,WNT2,FZD2,0.446,0.0
AGM,发送,44,WNT2_FZD3_LRP5,Connective tissue,WNT2,FZD3,0.446,0.0
AGM,发送,45,WNT2_FZD7_LRP5,Connective tissue,WNT2,FZD7,0.446,0.0
AGM,发送,46,WNT7B_SFRP1,Connective tissue,WNT7B,SFRP1,0.445,0.0
AGM,发送,47,WNT2_FZD4_LRP5,Connective tissue,WNT2,FZD4,0.445,0.0
AGM,发送,48,WNT2_FZD4_LRP6,Connective tissue,WNT2,FZD4,0.444,0.0
AGM,发送,49,WNT2_FZD1_LRP6,Connective tissue,WNT2,FZD1,0.444,0.0
AGM,发送,50,WNT2_FZD2_LRP6,Connective tissue,WNT2,FZD2,0.444,0.0
AGM,发送,51,WNT2_FZD7_LRP6,Connective tissue,WNT2,FZD7,0.444,0.0
AGM,发送,52,WNT2_FZD3_LRP6,Connective tissue,WNT2,FZD3,0.444,0.0
AGM,发送,53,WNT4_SFRP1,Connective tissue,WNT4,SFRP1,0.439,0.0
AGM,发送,54,SEMA3A_PlexinA2_complex1,Connective tissue,SEMA3A,PlexinA2,0.432,0.0
AGM,发送,55,SEMA3A_NRP1,Connective tissue,SEMA3A,NRP1,0.432,0.0
AGM,发送,56,WNT2_SFRP2,Connective tissue,WNT2,SFRP2,0.424,0.0
AGM,发送,57,WNT5B_SFRP1,Connective tissue,WNT5B,SFRP1,0.416,0.019
AGM,发送,58,BMP4_BMPR1A_BMPR2,Connective tissue,BMP4,BMPR1A,0.41,0.0
AGM,发送,59,SEMA3A_PlexinA1_complex3,Connective tissue,SEMA3A,PlexinA1,0.409,0.0
AGM,发送,60,TENM3_ADGRL1,Connective tissue,TENM3,ADGRL1,0.405,0.007
AGM,发送,61,TENM3_ADGRL3,Connective tissue,TENM3,ADGRL3,0.401,0.0
AGM,发送,62,TENM3_FLRT3_complex_ADGRL3,Connective tissue,TENM3,FLRT3,0.401,0.0
AGM,发送,63,CDH3_CDH3,Connective tissue,CDH3,CDH3,0.399,0.0
AGM,发送,64,JAM3_JAM3,Connective tissue,JAM3,JAM3,0.396,0.0
AGM,发送,65,COL5A1_integrin_a1b1_complex,Connective tissue,COL5A1,integrin,0.382,0.0
AGM,发送,66,WNT2_FZD5_LRP5,Connective tissue,WNT2,FZD5,0.376,0.0
AGM,发送,67,WNT2_FZD5_LRP6,Connective tissue,WNT2,FZD5,0.376,0.0
AGM,发送,68,TENM2_FLRT3_complex_ADGRL2,Connective tissue,TENM2,FLRT3,0.375,0.001
AGM,发送,69,TENM2_ADGRL2,Connective tissue,TENM2,ADGRL2,0.375,0.001
AGM,发送,70,SLITRK6_PTPRS,Connective tissue,SLITRK6,PTPRS,0.374,0.0
AGM,发送,71,COL5A1_integrin_a11b1_complex,Connective tissue,COL5A1,integrin,0.371,0.0
AGM,发送,72,WNT2_FRZB,Connective tissue,WNT2,FRZB,0.365,0.0
AGM,发送,73,COL2A1_integrin_a11b1_complex,Connective tissue,COL2A1,integrin,0.363,0.009
AGM,发送,74,SEMA3A_PlexinA3_complex1,Connective tissue,SEMA3A,PlexinA3,0.36,0.0
AGM,发送,75,SDC1_ADGRA2,Connective tissue,SDC1,ADGRA2,0.349,0.002
AGM,发送,76,EFNB3_EPHB4,Connective tissue,EFNB3,EPHB4,0.345,0.01
AGM,发送,77,BMP4_BMR1A_AVR2B,Connective tissue,BMP4,BMR1A,0.34,0.0
AGM,发送,78,BMP4_BMR1A_ACR2A,Connective tissue,BMP4,BMR1A,0.338,0.0
AGM,发送,79,NECTIN1_NECTIN3,Connective tissue,NECTIN1,NECTIN3,0.327,0.016
AGM,发送,80,EFNB3_EPHB2,Connective tissue,EFNB3,EPHB2,0.327,0.036
AGM,发送,81,LRFN4_PTPRS,Connective tissue,LRFN4,PTPRS,0.326,0.021
AGM,发送,82,VEGFB_NRP1,Connective tissue,VEGFB,NRP1,0.326,0.029
AGM,发送,83,RSPO1_LGR4,Connective tissue,RSPO1,LGR4,0.323,0.0
AGM,发送,84,SLITRK5_PTPRS,Connective tissue,SLITRK5,PTPRS,0.313,0.0
AGM,发送,85,TENM4_ADGRL3,Connective tissue,TENM4,ADGRL3,0.312,0.002
AGM,发送,86,EFNA4_EPHA7,Connective tissue,EFNA4,EPHA7,0.312,0.021
AGM,发送,87,BMP4_BMR1B_AVR2A,Connective tissue,BMP4,BMR1B,0.31,0.0
