邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF1R,Heart,IGF2,IGF1R,2.086,0.003
AGM,发送,2,FGF2_FGFR2,Heart,FGF2,FGFR2,1.192,0.013
AGM,发送,3,COL18A1_integrin_a1b1_complex,Heart,COL18A1,integrin,1.05,0.017
AGM,发送,4,COL18A1_integrin_a11b1_complex,Heart,COL18A1,integrin,1.043,0.004
AGM,发送,5,MPZL1_MPZL1,Heart,MPZL1,MPZL1,0.992,0.005
AGM,发送,6,AGRN_PTPRS,Heart,AGRN,PTPRS,0.777,0.005
AGM,发送,7,CDH5_CDH5,Heart,CDH5,CDH5,0.705,0.001
AGM,发送,8,WNT5B_SFRP1,Heart,WNT5B,SFRP1,0.637,0.0
AGM,发送,9,ESAM_ESAM,Heart,ESAM,ESAM,0.617,0.001
AGM,发送,10,LRFN4_PTPRD,Heart,LRFN4,PTPRD,0.588,0.009
AGM,接收,1,MDK_ALK,Heart,ALK,MDK,1.398,0.0
AGM,接收,2,FTL_SCARA5,Heart,SCARA5,FTL,1.321,0.002
AGM,接收,3,COL3A1_integrin_a1b1_complex,Heart,integrin,COL3A1,1.006,0.008
AGM,接收,4,MPZL1_MPZL1,Heart,MPZL1,MPZL1,0.992,0.005
AGM,接收,5,VEGFA_KDR,Heart,KDR,VEGFA,0.877,0.0
AGM,接收,6,COL3A1_ADGRG1,Heart,ADGRG1,COL3A1,0.856,0.026
AGM,接收,7,COL3A1_integrin_a2b1_complex,Heart,integrin,COL3A1,0.851,0.0
AGM,接收,8,VEGFC_KDR,Heart,KDR,VEGFC,0.825,0.0
AGM,接收,9,Cholesterol_byDHCR24_RORA,Heart,byDHCR24,Cholesterol,0.715,0.023
AGM,接收,10,CDH5_CDH5,Heart,CDH5,CDH5,0.705,0.001
Branchial arch,发送,1,IGF2_IGF2R,Heart,IGF2,IGF2R,2.307,0.025
Branchial arch,发送,2,IGF2_IGF1R,Heart,IGF2,IGF1R,2.146,0.0
Branchial arch,发送,3,FGF2_FGFR2,Heart,FGF2,FGFR2,1.243,0.0
Branchial arch,发送,4,COL18A1_integrin_a1b1_complex,Heart,COL18A1,integrin,1.067,0.014
Branchial arch,发送,5,COL18A1_integrin_a11b1_complex,Heart,COL18A1,integrin,1.054,0.003
Branchial arch,发送,6,MPZL1_MPZL1,Heart,MPZL1,MPZL1,0.985,0.007
