邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF2R,Neural crest,IGF2,IGF2R,2.014,0.0
AGM,发送,2,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.782,0.0
AGM,发送,3,COL3A1_integrin_a1b1_complex,Neural crest,COL3A1,integrin,1.046,0.0
AGM,发送,4,COL3A1_integrin_a11b1_complex,Neural crest,COL3A1,integrin,1.031,0.0
AGM,发送,5,COL2A1_integrin_a1b1_complex,Neural crest,COL2A1,integrin,0.927,0.0
AGM,发送,6,COL2A1_integrin_a11b1_complex,Neural crest,COL2A1,integrin,0.912,0.0
AGM,发送,7,FN1_integrin_a8b1_complex,Neural crest,FN1,integrin,0.909,0.0
AGM,发送,8,FLRT2_ADGRL1,Neural crest,FLRT2,ADGRL1,0.908,0.0
AGM,发送,9,FLRT2_ADGRL3,Neural crest,FLRT2,ADGRL3,0.87,0.0
AGM,发送,10,COL18A1_integrin_a1b1_complex,Neural crest,COL18A1,integrin,0.868,0.001
AGM,接收,1,IGF2_IGF1R,Neural crest,IGF1R,IGF2,1.599,0.025
AGM,接收,2,PPIA_BSG,Neural crest,BSG,PPIA,1.196,0.0
AGM,接收,3,FN1_integrin_aVb1_complex,Neural crest,integrin,FN1,0.999,0.0
AGM,接收,4,FN1_integrin_aVb5_complex,Neural crest,integrin,FN1,0.996,0.0
AGM,接收,5,FN1_integrin_a4b1_complex,Neural crest,integrin,FN1,0.907,0.0
AGM,接收,6,FN1_integrin_a11b1_complex,Neural crest,integrin,FN1,0.901,0.0
AGM,接收,7,COL3A1_integrin_a11b1_complex,Neural crest,integrin,COL3A1,0.893,0.048
AGM,接收,8,FN1_integrin_a8b1_complex,Neural crest,integrin,FN1,0.854,0.001
AGM,接收,9,FN1_integrin_a3b1_complex,Neural crest,integrin,FN1,0.835,0.014
AGM,接收,10,LRFN4_PTPRF,Neural crest,PTPRF,LRFN4,0.803,0.009
Brain,发送,1,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.787,0.0
Brain,发送,2,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.681,0.012
Brain,发送,3,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.29,0.0
Brain,发送,4,COL3A1_integrin_a1b1_complex,Neural crest,COL3A1,integrin,1.061,0.0
Brain,发送,5,DLK1_NOTCH1,Neural crest,DLK1,NOTCH1,0.982,0.0
Brain,发送,6,COL2A1_integrin_a1b1_complex,Neural crest,COL2A1,integrin,0.942,0.0
Brain,发送,7,FLRT2_ADGRL3,Neural crest,FLRT2,ADGRL3,0.922,0.0
Brain,发送,8,FLRT2_ADGRL1,Neural crest,FLRT2,ADGRL1,0.889,0.0
Brain,发送,9,COL18A1_integrin_a1b1_complex,Neural crest,COL18A1,integrin,0.883,0.0
Brain,发送,10,COL4A1_integrin_a1b1_complex,Neural crest,COL4A1,integrin,0.848,0.0
Brain,接收,1,PPIA_BSG,Neural crest,BSG,PPIA,1.173,0.0
Brain,接收,2,LRFN4_PTPRF,Neural crest,PTPRF,LRFN4,0.803,0.001
Brain,接收,3,CADM1_CADM1,Neural crest,CADM1,CADM1,0.802,0.0
Brain,接收,4,LRRC4B_PTPRF,Neural crest,PTPRF,LRRC4B,0.744,0.001
Brain,接收,5,LRRC4C_PTPRF,Neural crest,PTPRF,LRRC4C,0.744,0.004
Brain,接收,6,Cholesterol_byDHCR24_RORA,Neural crest,byDHCR24,Cholesterol,0.735,0.0
Brain,接收,7,EFNA5_EPHA7,Neural crest,EPHA7,EFNA5,0.709,0.001
Brain,接收,8,CDH2_CDH2,Neural crest,CDH2,CDH2,0.671,0.0
Brain,接收,9,SLIT2_ROBO2,Neural crest,ROBO2,SLIT2,0.584,0.0
Brain,接收,10,NCAM1_AGRN,Neural crest,AGRN,NCAM1,0.573,0.0
Branchial arch,发送,1,IGF2_IGF2R,Neural crest,IGF2,IGF2R,2.088,0.0
Branchial arch,发送,2,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.918,0.0
Branchial arch,发送,3,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.093,0.0
Branchial arch,发送,4,COL3A1_integrin_a1b1_complex,Neural crest,COL3A1,integrin,1.066,0.0
Branchial arch,发送,5,COL3A1_integrin_a11b1_complex,Neural crest,COL3A1,integrin,1.054,0.0
Branchial arch,发送,6,FLRT2_ADGRL1,Neural crest,FLRT2,ADGRL1,0.973,0.0
Branchial arch,发送,7,LRRC4C_PTPRF,Neural crest,LRRC4C,PTPRF,0.958,0.0
Branchial arch,发送,8,COL2A1_integrin_a1b1_complex,Neural crest,COL2A1,integrin,0.947,0.0
Branchial arch,发送,9,COL2A1_integrin_a11b1_complex,Neural crest,COL2A1,integrin,0.935,0.0
