path_id,length,weight,start_node,end_node,path_string
78,12,530,Sclerotome_1_100,Heart_1_72,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Heart_1_73 -> Heart_1_72
79,12,575,Sclerotome_1_100,Heart_1_74,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Heart_1_75 -> Heart_1_74
80,11,640,Sclerotome_1_100,Brain_1_2,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_2
81,11,640,Sclerotome_1_100,Brain_1_3,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_3
82,11,649,Sclerotome_1_100,Brain_1_41,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_41
83,11,666,Sclerotome_1_100,Brain_1_18,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Brain_1_18
84,11,666,Sclerotome_1_100,Cavity_1_43,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Cavity_1_43
85,11,459,Sclerotome_1_100,Cavity_1_77,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Cavity_1_77
86,10,611,Sclerotome_1_100,Neural crest_1_9,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Neural crest_1_9
87,10,611,Sclerotome_1_100,Neural crest_1_11,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Neural crest_1_11
88,10,427,Sclerotome_1_100,Cavity_1_79,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_79
89,9,386,Sclerotome_1_100,Mesenchyme_1_124,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> Connective tissue_1_122 -> Mesenchyme_1_124
90,9,386,Sclerotome_1_100,Connective tissue_1_126,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> Connective tissue_1_122 -> Connective tissue_1_126
91,8,471,Sclerotome_1_100,Mesenchyme_1_108,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_108
92,8,373,Sclerotome_1_100,Neural crest_1_110,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_106 -> Neural crest_1_110
93,7,331,Sclerotome_1_100,Connective tissue_1_120,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> Connective tissue_1_120
94,6,276,Sclerotome_1_100,Dermomyotome_1_114,Sclerotome_1_100 -> Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_115 -> Dermomyotome_1_114
95,15,775,Sclerotome_1_96,Brain_1_4,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
96,15,775,Sclerotome_1_96,Neural crest_1_14,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14
97,14,710,Sclerotome_1_96,Brain_1_12,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
98,14,757,Sclerotome_1_96,Brain_1_2,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_2
99,14,757,Sclerotome_1_96,Brain_1_3,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_3
100,14,771,Sclerotome_1_96,Brain_1_12,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
101,13,669,Sclerotome_1_96,Brain_1_4,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
102,13,730,Sclerotome_1_96,Brain_1_4,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_7 -> Brain_1_4
103,12,632,Sclerotome_1_96,Brain_1_12,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
104,12,651,Sclerotome_1_96,Brain_1_2,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_2
105,12,651,Sclerotome_1_96,Brain_1_3,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_3
106,12,665,Sclerotome_1_96,Brain_1_12,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
107,11,591,Sclerotome_1_96,Brain_1_4,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
108,11,624,Sclerotome_1_96,Brain_1_4,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_7 -> Brain_1_4
109,11,689,Sclerotome_1_96,Brain_1_17,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Brain_1_19 -> Brain_1_17
110,11,463,Sclerotome_1_96,Heart_1_72,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Heart_1_73 -> Heart_1_72
111,11,508,Sclerotome_1_96,Heart_1_74,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Heart_1_75 -> Heart_1_74
112,10,573,Sclerotome_1_96,Brain_1_2,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_2
113,10,573,Sclerotome_1_96,Brain_1_3,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_3
114,10,582,Sclerotome_1_96,Brain_1_41,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_41
115,10,599,Sclerotome_1_96,Brain_1_18,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Brain_1_18
116,10,599,Sclerotome_1_96,Cavity_1_43,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Cavity_1_43
117,10,392,Sclerotome_1_96,Cavity_1_77,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Cavity_1_77
118,9,544,Sclerotome_1_96,Neural crest_1_9,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Neural crest_1_9
119,9,544,Sclerotome_1_96,Neural crest_1_11,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Neural crest_1_11
120,9,360,Sclerotome_1_96,Cavity_1_79,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_79
121,8,319,Sclerotome_1_96,Mesenchyme_1_124,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> Connective tissue_1_122 -> Mesenchyme_1_124
122,8,319,Sclerotome_1_96,Connective tissue_1_126,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> Connective tissue_1_122 -> Connective tissue_1_126
123,7,404,Sclerotome_1_96,Mesenchyme_1_108,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_108
124,7,306,Sclerotome_1_96,Neural crest_1_110,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_106 -> Neural crest_1_110
125,6,264,Sclerotome_1_96,Connective tissue_1_120,Sclerotome_1_96 -> Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> Connective tissue_1_120
126,5,209,Sclerotome_1_96,Dermomyotome_1_114,Sclerotome_1_96 -> Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_115 -> Dermomyotome_1_114
127,15,763,Sclerotome_1_97,Brain_1_12,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
128,14,722,Sclerotome_1_97,Brain_1_4,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
129,13,657,Sclerotome_1_97,Brain_1_12,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
130,13,704,Sclerotome_1_97,Brain_1_2,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_2
131,13,704,Sclerotome_1_97,Brain_1_3,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_3
132,13,718,Sclerotome_1_97,Brain_1_12,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
133,12,616,Sclerotome_1_97,Brain_1_4,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
134,12,677,Sclerotome_1_97,Brain_1_4,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_7 -> Brain_1_4
135,11,579,Sclerotome_1_97,Brain_1_12,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
136,11,598,Sclerotome_1_97,Brain_1_2,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_2
137,11,598,Sclerotome_1_97,Brain_1_3,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_3
138,11,612,Sclerotome_1_97,Brain_1_12,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
139,10,538,Sclerotome_1_97,Brain_1_4,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
140,10,571,Sclerotome_1_97,Brain_1_4,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_7 -> Brain_1_4
141,10,636,Sclerotome_1_97,Brain_1_17,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Brain_1_19 -> Brain_1_17
142,10,410,Sclerotome_1_97,Heart_1_72,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Heart_1_73 -> Heart_1_72
143,10,455,Sclerotome_1_97,Heart_1_74,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Heart_1_75 -> Heart_1_74
144,9,520,Sclerotome_1_97,Brain_1_2,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_2
145,9,520,Sclerotome_1_97,Brain_1_3,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_3
146,9,529,Sclerotome_1_97,Brain_1_41,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_41
147,9,546,Sclerotome_1_97,Brain_1_18,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Brain_1_18
148,9,546,Sclerotome_1_97,Cavity_1_43,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Notochord_1_21 -> Cavity_1_43
149,9,339,Sclerotome_1_97,Cavity_1_77,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_76 -> Cavity_1_77
150,8,491,Sclerotome_1_97,Neural crest_1_9,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Neural crest_1_9
151,8,491,Sclerotome_1_97,Neural crest_1_11,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Neural crest_1_11
152,8,307,Sclerotome_1_97,Cavity_1_79,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> AGM_1_123 -> Cavity_1_78 -> Cavity_1_79
153,7,266,Sclerotome_1_97,Mesenchyme_1_124,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> Connective tissue_1_122 -> Mesenchyme_1_124
154,7,266,Sclerotome_1_97,Connective tissue_1_126,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> AGM_1_121 -> Connective tissue_1_122 -> Connective tissue_1_126
155,6,351,Sclerotome_1_97,Mesenchyme_1_108,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_108
156,6,253,Sclerotome_1_97,Neural crest_1_110,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_106 -> Neural crest_1_110
157,5,211,Sclerotome_1_97,Connective tissue_1_120,Sclerotome_1_97 -> AGM_1_118 -> AGM_1_117 -> AGM_1_116 -> Connective tissue_1_120
158,4,156,Sclerotome_1_97,Dermomyotome_1_114,Sclerotome_1_97 -> Dermomyotome_1_105 -> Dermomyotome_1_115 -> Dermomyotome_1_114
159,14,684,Dermomyotome_1_105,Brain_1_12,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
160,13,643,Dermomyotome_1_105,Brain_1_4,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
161,12,578,Dermomyotome_1_105,Brain_1_12,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
162,12,625,Dermomyotome_1_105,Brain_1_2,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_2
163,12,625,Dermomyotome_1_105,Brain_1_3,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_3
164,12,639,Dermomyotome_1_105,Brain_1_12,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
165,11,537,Dermomyotome_1_105,Brain_1_4,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_7 -> Brain_1_4
166,11,598,Dermomyotome_1_105,Brain_1_4,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_20 -> Brain_1_16 -> Brain_1_8 -> Brain_1_7 -> Brain_1_4
167,10,500,Dermomyotome_1_105,Brain_1_12,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_5 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
168,10,519,Dermomyotome_1_105,Brain_1_2,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_2
169,10,519,Dermomyotome_1_105,Brain_1_3,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_6 -> Brain_1_5 -> Brain_1_3
170,10,533,Dermomyotome_1_105,Brain_1_12,Dermomyotome_1_105 -> Dermomyotome_1_104 -> Branchial arch_1_107 -> Mesenchyme_1_111 -> Mesenchyme_1_109 -> Neural crest_1_10 -> Brain_1_8 -> Brain_1_7 -> Neural crest_1_14 -> Brain_1_12
